Customer_ID,Region,Product_Category,Revenue_in_Million,Profit_Margin,Units_Sold,Customer_Satisfaction,Service_Level_Agreement,Network_Upgrade_Demand,Latency_Issue_Reports,Deployment_Time_in_Days,Maintenance_Cost_in_Million,Renewal_Rate,Technical_Support_Calls,Market_Share
67,Europe,Broadband,45.54,7.32,3615,4.390194983406168,Standard,15,19,159,0.67,96.74,490,8.79
68,Europe,Enterprise,22.67,24.46,9537,9.130026786065226,Premium,85,4,196,2.81,58.02,282,14.33
69,Middle East,Optical Networking,42.01,38.8,7297,5.5818545482609325,Standard,69,13,176,1.08,74.68,188,8.16
70,Middle East,Enterprise,48.98,8.5,705,3.343934268049934,Standard,67,24,297,2.48,56.12,480,12.79
71,North America,5G Solutions,34.05,23.93,3054,8.417168833608635,Standard,82,17,38,1.09,55.5,79,3.8
72,Africa,Broadband,45.12,9.64,1956,9.533200725083946,Premium,8,31,76,2.7,85.59,440,15.68
73,Africa,Broadband,7.2,36.15,2732,3.1806203098341315,Enterprise,38,44,211,2.12,80.08,186,2.75
74,Europe,Enterprise,41.58,25.57,9725,6.447379998147107,Premium,26,45,250,2.03,55.59,144,3.57
75,Africa,Optical Networking,13.93,13.21,9885,6.297146104490704,Enterprise,96,46,122,0.89,76.05,481,16.71
76,Europe,Wireless,23.89,15.75,1816,6.486581315741043,Standard,64,22,246,3.33,97.39,333,11.61
77,North America,Broadband,32.51,23.08,8151,6.078103782814082,Enterprise,77,37,344,0.44,56.95,4,10.57
78,Middle East,Wireless,45.23,30.39,8311,1.9015959899796044,Standard,64,14,252,4.68,58.28,0,17.73
79,Middle East,Broadband,45.59,22.06,8993,4.712379383083964,Premium,74,37,80,0.39,83.46,429,7.31
80,Middle East,Optical Networking,5.06,11.62,8135,9.87144105828905,Enterprise,1,11,341,2.12,61.36,361,7.31
81,Africa,Optical Networking,18.55,29.78,2649,1.7938334455819525,Enterprise,42,16,347,1.51,87.82,71,11.12
82,North America,Broadband,39.76,9.14,9188,7.0267136319176124,Enterprise,11,33,311,2.8,96.04,332,17.02
83,Africa,Enterprise,35.31,33.33,3893,9.048693723242259,Premium,69,22,119,0.22,50.39,257,4.93
84,Africa,Optical Networking,1.8,18.85,3735,2.805919449159985,Enterprise,1,35,342,2.25,66.07,223,6.57
85,North America,Optical Networking,22.77,27.84,8274,8.221776310740163,Standard,65,17,129,3.79,79.11,189,14.83
86,North America,5G Solutions,41.55,17.06,4983,3.175972245659297,Premium,83,31,172,4.06,75.75,132,19.78
87,North America,Optical Networking,37.02,28.42,2774,1.2734102548237836,Standard,50,39,358,4.68,77.28,156,14.24
88,North America,5G Solutions,20.89,36.12,3999,5.6901895836571645,Standard,69,45,117,0.63,84.52,228,11.7
89,Middle East,Optical Networking,36.89,29.55,601,7.3978632974829805,Premium,76,40,308,2.81,90.34,401,17.63
90,Asia,Optical Networking,27.78,28.5,8226,2.772468388788357,Standard,92,25,204,2.07,64.01,127,8.76
91,Asia,Enterprise,45.68,31.51,6330,1.6338678281198422,Enterprise,60,48,208,3.27,87.5,463,13.89
92,North America,Enterprise,29.56,22.51,5408,5.981123564679239,Standard,37,47,188,4.18,53.83,366,5.56
93,Asia,Optical Networking,20.34,12.71,5349,2.3294927684396933,Enterprise,23,15,315,3.04,85.11,16,8.51
94,Asia,Broadband,43.21,33.54,9228,2.658836946879247,Premium,5,11,257,1.22,91.73,469,14.66
95,North America,Broadband,2.97,27.7,3909,7.331104270522486,Standard,87,31,142,1.67,96.61,329,12.54
96,Asia,Optical Networking,45.08,15.98,9632,6.508962998540815,Standard,88,21,74,4.47,82.13,111,18.18
97,Africa,Broadband,34.97,14.66,9770,9.522756883848457,Enterprise,81,21,42,3.39,65.77,190,4.93
98,Europe,Optical Networking,47.06,22.5,6847,3.9107422446556344,Standard,4,23,59,3.02,82.67,247,10.31
99,Europe,Enterprise,12.9,12.26,7330,2.929514045593466,Enterprise,17,28,153,0.78,58.83,177,1.99
100,North America,Wireless,34.9,35.74,9314,6.9016584122305265,Standard,30,39,105,1.77,84.86,79,19.41
101,Middle East,5G Solutions,40.57,32.6,1886,9.747977571521428,Premium,54,42,199,1.68,93.83,366,12.49
102,North America,Broadband,35.25,15.79,7680,5.981310574048031,Enterprise,89,34,268,0.23,97.68,219,4.46
103,Middle East,Broadband,10.91,6.73,168,3.644348300364678,Standard,81,19,307,4.65,59.25,123,17.19
104,Europe,Enterprise,14.14,6.82,743,9.194227723982472,Standard,78,43,51,1.72,80.9,320,3.1
105,North America,Broadband,28.55,15.4,4464,6.49356256165712,Enterprise,23,12,94,0.6,99.07,434,17.8
106,Africa,Optical Networking,22.61,10.16,2038,2.914556245542188,Standard,24,4,179,2.52,81.34,57,1.76
107,Asia,Optical Networking,36.89,35.57,6853,9.546539755567851,Standard,17,37,37,2.3,97.14,81,18.87
108,Middle East,Wireless,19.24,19.73,774,3.457093538854491,Enterprise,59,17,174,4.27,71.93,483,6.65
109,Asia,Wireless,43.04,17.18,201,9.086353671333114,Enterprise,52,11,205,4.02,89.54,259,7.98
110,Asia,Wireless,21.88,12.63,8445,6.531277324087856,Premium,46,47,258,3.93,54.23,410,12.94
111,North America,Optical Networking,2.48,34.44,7147,5.523826406813931,Premium,81,29,312,4.67,60.45,482,18.9
112,Asia,Wireless,1.36,32.74,9135,3.993104514891532,Enterprise,78,0,92,1.94,55.87,235,4.66
113,Africa,Wireless,32.51,18.45,1110,2.0696671827256434,Standard,59,43,299,2.99,52.82,46,7.8
114,Asia,Optical Networking,27.26,10.93,8934,3.203312571578352,Enterprise,79,30,255,3.38,72.19,166,13.88
115,North America,Enterprise,27.37,38.32,4062,3.9790769725511557,Standard,19,14,327,2.41,92.67,258,2.32
116,Africa,Broadband,39.61,16.06,8982,3.5986345733545337,Premium,69,18,245,1.29,63.94,330,7.47
117,Europe,5G Solutions,19.1,31.99,803,1.659943042439677,Enterprise,17,45,178,4.51,61.8,141,13.02
118,Asia,Optical Networking,49.77,21.21,5108,6.2180332303756245,Enterprise,97,4,310,4.51,87.94,89,9.31
119,North America,Optical Networking,47.3,32.36,8292,5.276616467769652,Premium,6,15,61,3.86,63.17,192,19.59
120,Europe,5G Solutions,1.14,21.86,6721,1.958165851773366,Enterprise,25,42,255,1.8,80.46,50,19.54
121,Europe,5G Solutions,44.84,37.39,1651,5.174685618268038,Enterprise,47,43,283,0.11,58.0,460,18.62
122,Middle East,Wireless,34.19,33.01,3368,1.7106809820542734,Enterprise,17,5,30,2.51,70.2,125,19.15
123,Africa,5G Solutions,25.35,14.11,3866,9.383763986077811,Enterprise,33,9,46,2.67,77.28,424,19.1
124,Asia,Broadband,29.35,20.06,8637,3.331708733582672,Premium,11,15,115,2.49,99.86,126,16.98
125,North America,Broadband,42.17,8.52,1926,7.523419131728889,Standard,33,4,195,0.57,92.76,75,19.04
126,Middle East,Broadband,47.58,36.62,56,3.261243552733857,Premium,28,43,70,3.96,50.69,341,1.17
127,Africa,Broadband,28.24,7.43,8192,5.2706164923696335,Premium,41,0,296,2.71,81.8,229,15.88
128,Middle East,Broadband,9.47,5.64,2364,9.399396277109647,Enterprise,59,4,362,1.19,82.23,15,11.18
129,Africa,Wireless,32.17,22.38,123,8.845184211474688,Premium,5,11,357,4.79,77.53,75,9.91
130,Africa,Optical Networking,4.27,26.11,1091,8.009926321960322,Enterprise,85,47,253,1.58,51.36,296,3.41
131,Asia,5G Solutions,31.94,12.81,4149,8.111720806026963,Enterprise,30,37,85,1.97,63.98,317,7.76
132,Africa,Optical Networking,40.53,24.97,7160,8.411158666148136,Standard,46,36,94,2.07,60.15,216,8.31
133,Middle East,5G Solutions,17.99,36.34,8595,7.683722929613351,Premium,90,19,202,2.07,51.76,246,5.14
134,Africa,Wireless,4.02,26.91,1599,9.071700859766253,Premium,56,7,41,3.25,94.26,253,18.96
135,Asia,Wireless,34.77,20.95,7723,4.152117426251565,Enterprise,3,7,145,1.49,79.4,167,12.6
136,Asia,Enterprise,17.3,10.06,4865,5.735148932443382,Enterprise,85,6,217,4.53,63.01,305,19.36
137,Middle East,Enterprise,12.83,10.91,9639,6.81772825321068,Standard,12,29,217,2.91,94.2,428,12.15
138,Europe,Wireless,34.61,21.95,6040,2.7801630194046347,Enterprise,7,43,292,4.41,92.49,218,11.04
139,Europe,Wireless,48.49,21.21,1535,5.529368604814036,Standard,26,18,112,4.6,61.43,200,8.37
140,Africa,5G Solutions,37.39,23.28,6577,2.1167141177235798,Enterprise,44,24,35,3.87,61.68,479,4.74
141,North America,Wireless,24.82,22.78,4605,6.504766115389957,Enterprise,56,14,64,1.29,59.03,49,4.44
142,Africa,Optical Networking,30.23,16.94,7455,1.8785915901981767,Enterprise,55,48,286,1.72,59.46,299,14.82
143,Middle East,5G Solutions,7.54,29.36,5609,5.5301770517943085,Enterprise,13,0,69,1.22,86.62,170,16.43
144,Middle East,Wireless,40.75,12.43,4320,5.154818469788001,Premium,78,24,197,2.34,61.99,70,1.68
145,Middle East,5G Solutions,30.41,34.83,8945,2.0061185266299058,Standard,25,34,138,2.6,91.51,396,2.99
146,Middle East,5G Solutions,48.31,11.8,2175,4.954021792397357,Premium,81,27,310,1.76,98.38,399,14.99
147,Middle East,Broadband,48.98,19.56,6714,7.100261319597396,Premium,16,20,85,4.37,52.79,347,4.26
148,Asia,Enterprise,18.05,12.38,9856,6.352427296826899,Standard,92,22,286,2.04,76.45,153,8.22
149,Europe,5G Solutions,49.43,26.65,5579,5.122423733661343,Enterprise,41,28,180,3.55,51.77,249,16.05
150,Middle East,5G Solutions,47.86,21.72,5788,4.284505834960605,Enterprise,82,32,157,4.19,66.49,107,17.57
151,North America,Broadband,32.17,18.1,3821,1.5164947547131966,Enterprise,4,25,164,0.89,96.76,84,18.37
152,North America,Wireless,17.01,21.63,3479,9.603077853278707,Standard,40,45,314,3.6,68.31,213,7.45
153,North America,5G Solutions,37.79,19.74,272,4.624369564377611,Premium,51,12,131,0.88,84.45,38,12.4
154,North America,Broadband,13.93,34.93,4441,4.748294730291978,Premium,81,3,129,3.84,76.84,338,10.13
155,Asia,Optical Networking,31.68,9.35,3811,2.155085373542988,Premium,55,32,294,2.88,79.36,103,14.51
156,North America,Broadband,1.72,32.76,9218,5.794013925363696,Premium,33,9,49,2.62,99.72,103,15.06
157,Middle East,Enterprise,31.61,27.94,993,9.812988974153058,Standard,39,38,113,2.7,91.02,332,5.27
158,Africa,Enterprise,47.6,17.19,7681,3.277229310842661,Premium,24,19,123,2.07,95.97,59,18.91
159,North America,Wireless,12.14,37.17,1569,3.8200259979733464,Standard,83,37,76,0.34,83.39,111,10.25
160,Asia,Wireless,39.02,11.19,2712,3.1259306141237144,Premium,63,49,87,2.81,70.15,154,5.3
161,Asia,Enterprise,15.02,15.86,5696,8.799270262017835,Standard,60,30,226,0.21,68.96,178,6.31
162,North America,Enterprise,35.54,18.12,7531,5.276889405739334,Premium,98,12,140,4.57,98.46,493,3.65
163,Africa,5G Solutions,35.15,27.67,4507,8.411711395828629,Premium,94,33,303,1.32,64.89,453,4.26
164,North America,Enterprise,9.64,38.12,5812,8.650781593437745,Premium,52,10,291,3.28,59.3,306,17.24
165,Asia,Wireless,30.06,25.77,6638,7.7418070401899035,Standard,49,26,228,2.85,56.49,341,16.93
166,Europe,Enterprise,43.03,34.97,8591,3.349397550351358,Standard,95,6,32,3.12,77.2,183,9.33
167,Middle East,Wireless,19.44,36.67,4278,1.3173733124283045,Premium,66,48,209,1.69,85.34,218,10.43
168,Asia,Optical Networking,35.66,21.33,4058,2.2896044693811075,Enterprise,41,14,90,2.3,74.48,329,2.26
169,North America,Enterprise,33.88,21.54,516,7.272546829176147,Standard,15,10,233,3.77,95.09,128,5.57
170,Middle East,Wireless,13.25,13.75,6297,7.664951233979573,Enterprise,57,1,318,2.02,86.89,381,5.51
171,North America,Broadband,45.97,26.06,256,7.897390358297451,Standard,49,10,245,1.5,58.62,318,16.97
172,North America,5G Solutions,28.39,9.2,6694,3.195723617062348,Enterprise,59,45,305,0.25,97.7,397,9.27
173,Europe,Wireless,18.09,27.2,7562,2.377324107426625,Premium,74,40,247,2.43,82.74,368,1.74
174,Middle East,Enterprise,8.64,36.25,2724,9.307553482553129,Standard,6,44,225,3.5,58.64,147,6.09
175,Middle East,Enterprise,23.94,31.63,6765,6.977904326778095,Standard,97,40,124,1.51,71.95,175,9.57
176,Europe,Optical Networking,36.64,27.72,9644,7.677665214993261,Enterprise,64,24,335,4.34,72.92,323,4.22
177,Asia,Broadband,31.37,34.34,2649,1.8451441436560065,Premium,23,14,246,0.67,81.56,82,2.29
178,North America,Wireless,36.49,30.54,6694,4.712129496975023,Standard,42,1,187,1.93,97.7,308,4.05
179,Africa,Broadband,39.69,23.54,4167,1.5697710708012402,Premium,69,21,142,3.72,69.47,347,5.51
180,North America,Optical Networking,22.33,23.24,1928,6.919765536771931,Standard,40,9,188,4.85,79.28,184,10.35
181,North America,5G Solutions,26.25,8.75,5931,5.404224514006709,Enterprise,31,35,171,1.95,69.44,159,15.56
182,Asia,Broadband,49.33,20.2,953,5.063175278360091,Premium,14,5,107,3.73,95.1,63,5.46
183,North America,Optical Networking,48.42,23.29,8318,9.126166018612325,Enterprise,70,31,332,3.49,97.87,142,16.56
184,Europe,Wireless,21.03,21.45,2567,7.66106743839192,Premium,97,12,240,4.69,87.01,212,16.87
185,Europe,5G Solutions,34.42,32.16,9425,9.678279052311593,Standard,45,31,259,2.56,63.04,69,13.69
186,Middle East,Enterprise,13.75,10.63,6708,1.4164242038873054,Standard,96,35,213,2.99,80.92,262,10.92
187,Africa,Optical Networking,8.06,32.82,998,6.54109797419329,Enterprise,12,1,43,0.89,62.64,126,3.59
188,North America,Enterprise,38.54,30.96,7946,6.671954714101978,Premium,39,12,58,1.41,78.72,19,11.51
189,North America,5G Solutions,22.09,36.53,6703,1.2388882227056766,Enterprise,22,41,35,3.2,69.47,470,9.23
190,Asia,Optical Networking,9.26,18.07,8165,8.0837293393171,Premium,78,6,181,2.84,88.2,342,3.81
191,Europe,Optical Networking,38.06,11.18,4289,2.38253396396116,Standard,35,31,57,2.28,94.83,15,3.18
192,Africa,5G Solutions,45.8,31.55,3577,7.311448276643583,Standard,88,36,341,3.53,50.7,473,5.98
193,Middle East,Wireless,46.7,25.6,7170,1.3404154716837469,Standard,99,35,131,1.3,95.69,183,14.87
194,Europe,Optical Networking,30.02,29.94,9938,6.523187009546661,Premium,79,28,195,3.53,62.94,205,12.78
195,Middle East,5G Solutions,24.24,39.89,3123,5.687027170510557,Standard,13,38,61,1.02,86.17,214,3.91
196,Asia,Broadband,7.52,11.81,9525,5.349492544657726,Standard,40,41,272,2.52,61.21,203,9.52
197,Asia,Enterprise,39.74,19.39,8717,4.299988291244665,Premium,21,10,211,0.66,67.24,277,6.19
198,North America,Optical Networking,47.29,11.74,4224,4.782141454467222,Standard,58,11,230,2.63,80.71,326,18.14
199,Africa,Broadband,44.53,35.12,3158,5.292048498640837,Premium,67,49,199,4.12,57.9,173,2.26
200,Middle East,Optical Networking,37.71,5.59,4897,3.6792055937529438,Standard,72,35,333,2.47,61.61,137,6.73
201,Europe,Wireless,0.73,9.73,2896,9.41759974827698,Premium,14,26,361,1.71,73.92,213,5.51
202,Asia,5G Solutions,20.68,13.68,7300,9.685014139865595,Enterprise,63,26,207,0.78,55.93,476,8.64
203,North America,Optical Networking,20.83,32.0,2491,3.6991253106149773,Premium,10,29,215,1.86,56.73,149,2.79
204,North America,5G Solutions,44.77,27.0,2020,8.008225651835788,Premium,97,0,255,4.3,83.47,31,5.44
205,Middle East,Optical Networking,3.75,18.6,1435,7.764569357302597,Standard,72,25,322,2.02,99.94,251,18.33
206,Asia,Wireless,26.8,10.55,7527,8.880241635761418,Standard,56,34,52,1.01,99.34,189,4.63
207,Africa,Wireless,7.24,16.26,677,1.0346119624428463,Standard,4,7,120,4.45,74.92,231,6.53
208,Asia,Broadband,33.28,31.02,5542,4.043061952758258,Standard,55,27,359,4.65,87.99,358,8.54
209,Middle East,Wireless,39.72,18.37,6482,2.30489028412013,Enterprise,9,3,349,4.77,81.14,112,5.84
210,Middle East,5G Solutions,32.28,21.19,112,4.517724275768594,Standard,61,30,247,2.64,50.31,98,13.07
211,Asia,Wireless,39.83,26.3,5470,6.180652928430651,Enterprise,65,11,339,2.85,95.11,441,19.48
212,Middle East,Optical Networking,30.57,36.95,3695,9.17964024357449,Standard,61,16,316,1.59,89.25,400,11.11
213,Asia,Wireless,9.9,13.75,5174,8.556526357848615,Premium,56,36,73,1.75,61.47,444,16.67
214,Europe,5G Solutions,19.44,20.68,6498,5.491201339086725,Premium,87,48,213,2.62,98.5,193,2.55
215,Asia,Optical Networking,47.87,15.86,58,1.2115191173388515,Premium,77,17,256,0.89,68.93,207,8.95
216,Asia,Broadband,14.76,21.32,4957,3.7080425823917804,Standard,93,33,63,4.82,69.56,438,6.07
217,Middle East,Broadband,3.61,29.38,9627,1.9594907621708662,Enterprise,53,21,363,3.46,83.32,376,6.93
218,Middle East,Broadband,19.55,21.87,8669,6.855697599843777,Premium,44,47,145,0.33,82.68,83,17.1
219,North America,Optical Networking,18.63,34.21,8248,7.258853612354365,Premium,56,11,330,1.37,83.66,40,11.16
220,North America,Broadband,23.78,24.36,4729,6.839222029487302,Enterprise,94,40,222,1.57,51.2,173,7.97
221,Europe,Wireless,28.24,18.5,3837,3.4724527150958204,Enterprise,39,34,171,0.15,66.71,432,7.09
222,North America,Optical Networking,49.62,32.38,1303,9.275578475369844,Enterprise,23,12,348,4.92,50.63,113,2.24
223,Asia,Optical Networking,37.93,20.1,6110,6.296556218801623,Premium,21,25,39,1.47,66.98,6,17.97
224,Middle East,Optical Networking,2.28,23.04,6918,6.37523807365945,Enterprise,77,33,107,0.35,92.05,104,7.59
225,North America,Enterprise,35.78,39.81,1326,8.340015835279823,Standard,95,12,92,4.39,63.12,64,12.54
226,North America,5G Solutions,41.3,32.53,7760,1.6232019556312969,Standard,13,47,346,0.64,58.82,213,12.09
227,Europe,Enterprise,44.83,34.93,508,2.8864702627949224,Standard,59,2,85,2.33,96.17,9,9.68
228,Europe,Enterprise,21.49,25.75,9902,6.306233133977953,Standard,26,35,156,1.89,61.41,120,16.26
229,Asia,Enterprise,16.02,17.19,496,6.493895229502106,Standard,88,37,98,0.48,73.8,86,6.92
230,Middle East,5G Solutions,42.05,39.69,7589,5.200889009265765,Standard,89,47,351,0.26,66.8,47,10.84
231,Europe,Enterprise,38.99,13.54,4484,8.019445750400894,Standard,47,34,97,1.42,54.31,48,5.97
232,North America,Broadband,27.03,35.55,8976,4.110611053042712,Premium,4,41,335,1.86,61.36,464,17.0
233,Middle East,Optical Networking,6.34,36.9,5750,1.101105114275486,Standard,85,4,45,3.76,81.41,132,12.77
234,Middle East,Optical Networking,32.76,33.61,898,4.059633507030948,Enterprise,71,36,109,3.65,54.15,441,7.95
235,North America,Wireless,3.75,8.99,4797,9.692924087482353,Premium,70,49,296,2.38,51.97,368,1.24
236,Europe,Broadband,5.47,34.89,7342,8.01132050234986,Premium,70,22,331,1.13,58.01,415,12.97
237,North America,5G Solutions,16.89,28.23,4119,3.8642638259147732,Standard,43,43,225,4.23,64.52,146,14.68
238,Middle East,Optical Networking,18.87,28.83,7746,3.002044414607197,Standard,39,33,331,3.28,85.6,364,12.47
239,Africa,Enterprise,23.37,32.53,7181,8.29241217001984,Premium,31,6,329,1.81,74.36,129,19.75
240,Africa,Wireless,17.29,22.17,1114,2.7990793785081967,Standard,73,27,262,4.37,74.91,245,3.21
241,Asia,Wireless,2.17,14.35,9079,6.2217844341125375,Enterprise,2,30,227,4.11,68.62,330,6.61
242,North America,Optical Networking,8.29,25.12,190,5.571644781192861,Premium,85,40,121,0.1,89.31,158,9.01
243,North America,Broadband,6.2,8.8,4777,4.804022095889028,Standard,7,9,337,4.36,52.11,264,8.41
244,Asia,Wireless,21.84,28.62,879,4.833652278619831,Standard,1,36,263,2.69,79.36,352,15.1
245,Asia,Optical Networking,11.0,21.9,8418,7.321247348309216,Standard,7,46,259,4.63,97.95,67,3.45
